Amount,Classification_Tag,Status,Year,Month,Day,Hour,DayOfWeek
3115.96,Transfers,Completed,2024,2,4,15,Sunday
324.76,Card_Payments,Completed,2024,2,17,20,Saturday
31.2,Card_Payments,Completed,2024,2,24,4,Saturday
22.09,Withdrawals,Completed,2024,2,21,23,Wednesday
26.18,Transfers,Refunded,2024,1,17,16,Wednesday
4941.37,Withdrawals,Completed,2024,1,18,2,Thursday
19.84,Transfers,Completed,2024,1,2,19,Tuesday
1806.25,Bill_Payments,Completed,2024,2,18,18,Sunday
2690.74,Withdrawals,Completed,2024,2,24,0,Saturday
2762.96,Withdrawals,Cancelled,2024,2,2,21,Friday
4069.4,Withdrawals,Completed,2024,1,1,18,Monday
2317.4,Pre_Funding,Completed,2024,1,15,3,Monday
16859.06,Card_Payments,Pending,2024,2,29,14,Thursday
13849.03,Withdrawals,Completed,2024,1,9,14,Tuesday
4223.77,Withdrawals,Completed,2024,2,13,17,Tuesday
2108.74,Card_Payments,Completed,2024,2,24,5,Saturday
2911.11,Withdrawals,Completed,2024,1,27,23,Saturday
4137.35,Withdrawals,Completed,2024,1,25,22,Thursday
29.2,Withdrawals,Completed,2024,2,19,12,Monday
4660.59,Transfers,Completed,2024,1,7,12,Sunday
4044.44,Bill_Payments,Completed,2024,2,15,23,Thursday
10169.34,Card_Payments,Completed,2024,2,18,20,Sunday
3789.15,Withdrawals,Completed,2024,2,1,23,Thursday
1204.87,Bill_Payments,Cancelled,2024,2,29,8,Thursday
2991.22,Card_Payments,Completed,2024,2,2,18,Friday
1776.64,Pre_Funding,Completed,2024,1,6,0,Saturday
3221.23,Bill_Payments,Completed,2024,1,4,3,Thursday
15089.31,Transfers,Completed,2024,1,20,0,Saturday
1700.89,Pre_Funding,Completed,2024,2,29,2,Thursday
2274.78,Card_Payments,Completed,2024,1,29,12,Monday
2122.95,Transfers,Completed,2024,3,1,11,Friday
2852.32,Pre_Funding,Completed,2024,1,9,18,Tuesday
2955.03,Bill_Payments,Pending,2024,2,17,11,Saturday
4802.56,Transfers,Completed,2024,1,4,19,Thursday
572.96,Bill_Payments,Pending,2024,2,10,9,Saturday
2590.32,Bill_Payments,Completed,2024,2,6,18,Tuesday
1825.45,Withdrawals,Pending,2024,2,3,18,Saturday
4747.45,Bill_Payments,Completed,2024,1,2,18,Tuesday
627.71,Bill_Payments,Completed,2024,1,13,16,Saturday
668.45,Bill_Payments,Completed,2024,2,20,9,Tuesday
7974.78,Pre_Funding,Completed,2024,2,3,18,Saturday
142.45,Transfers,Pending,2024,2,17,7,Saturday
1546.74,Transfers,Completed,2024,2,15,14,Thursday
2033.14,Bill_Payments,Completed,2024,2,14,23,Wednesday
1989.99,Transfers,Completed,2024,2,23,13,Friday
807.49,Bill_Payments,Completed,2024,1,22,7,Monday
761.38,Transfers,Completed,2024,2,17,3,Saturday
2891.44,Pre_Funding,Completed,2024,1,27,17,Saturday
4.51,Transfers,Chargeback,2024,2,29,12,Thursday
26.21,Pre_Funding,Completed,2024,1,26,20,Friday
3522.62,Bill_Payments,Completed,2024,2,25,15,Sunday
2304.63,Transfers,Completed,2024,1,11,3,Thursday
886.72,Withdrawals,Completed,2024,1,24,19,Wednesday
11.79,Transfers,Completed,2024,1,27,13,Saturday
337.11,Pre_Funding,Completed,2024,1,30,0,Tuesday
385.43,Card_Payments,Completed,2024,2,7,21,Wednesday
1324.4,Pre_Funding,Completed,2024,2,17,15,Saturday
15265.58,Card_Payments,Completed,2024,1,29,21,Monday
4253.43,Pre_Funding,Completed,2024,2,2,3,Friday
4519.04,Withdrawals,Completed,2024,2,18,3,Sunday
4754.13,Transfers,Completed,2024,2,13,14,Tuesday
2246.47,Bill_Payments,Completed,2024,1,1,23,Monday
1047.96,Pre_Funding,Completed,2024,2,10,21,Saturday
4205.58,Withdrawals,Completed,2024,2,20,23,Tuesday
6.22,Bill_Payments,Completed,2024,2,7,23,Wednesday
1161.14,Withdrawals,Completed,2024,1,22,1,Monday
663.39,Withdrawals,Completed,2024,1,22,0,Monday
4929.57,Bill_Payments,Cancelled,2024,2,7,9,Wednesday
2692.52,Bill_Payments,Pending,2024,1,18,21,Thursday
1561.64,Card_Payments,Completed,2024,2,9,19,Friday
2054.72,Bill_Payments,Pending,2024,2,29,6,Thursday
3555.95,Bill_Payments,Completed,2024,1,14,15,Sunday
864.11,Withdrawals,Completed,2024,2,4,7,Sunday
3734.32,Card_Payments,Completed,2024,1,24,16,Wednesday
715.66,Card_Payments,Completed,2024,2,21,5,Wednesday
345.06,Withdrawals,Completed,2024,2,22,0,Thursday
4771.28,Card_Payments,Completed,2024,3,1,19,Friday
1653.4,Bill_Payments,Completed,2024,1,26,19,Friday
1540.37,Withdrawals,Completed,2024,2,24,8,Saturday
4312.19,Bill_Payments,Completed,2024,1,26,7,Friday
4741.09,Card_Payments,Completed,2024,1,9,12,Tuesday
2693.25,Bill_Payments,Completed,2024,2,28,6,Wednesday
5489.74,Withdrawals,Cancelled,2024,1,8,21,Monday
2485.63,Bill_Payments,Completed,2024,1,24,22,Wednesday
1642.45,Withdrawals,Pending,2024,2,27,14,Tuesday
3936.01,Transfers,Cancelled,2024,1,25,12,Thursday
2735.0,Pre_Funding,Completed,2024,1,17,22,Wednesday
12.98,Transfers,Completed,2024,1,20,6,Saturday
3417.66,Pre_Funding,Completed,2024,1,23,20,Tuesday
1825.66,Transfers,Pending,2024,2,27,17,Tuesday
1027.28,Pre_Funding,Refunded,2024,1,6,19,Saturday
36.63,Pre_Funding,Completed,2024,2,28,9,Wednesday
3033.96,Bill_Payments,Completed,2024,1,31,10,Wednesday
2199.31,Withdrawals,Completed,2024,2,26,22,Monday
1183.06,Card_Payments,Completed,2024,1,27,15,Saturday
2645.89,Pre_Funding,Completed,2024,1,27,2,Saturday
230.96,Transfers,Completed,2024,2,29,12,Thursday
85.2,Bill_Payments,Completed,2024,2,14,16,Wednesday
761.86,Withdrawals,Completed,2024,2,16,12,Friday
827.46,Card_Payments,Completed,2024,1,16,17,Tuesday
3592.28,Bill_Payments,Completed,2024,1,31,22,Wednesday
4305.42,Card_Payments,Completed,2024,1,5,8,Friday
2483.76,Card_Payments,Completed,2024,2,26,17,Monday
571.08,Card_Payments,Pending,2024,1,31,21,Wednesday
2657.35,Pre_Funding,Chargeback,2024,1,4,15,Thursday
4026.92,Card_Payments,Completed,2024,2,16,23,Friday
3388.8,Bill_Payments,Completed,2024,2,29,15,Thursday
576.5,Pre_Funding,Completed,2024,1,17,13,Wednesday
4955.98,Transfers,Completed,2024,1,21,1,Sunday
3150.23,Card_Payments,Completed,2024,1,17,9,Wednesday
3883.39,Bill_Payments,Completed,2024,2,2,0,Friday
3142.97,Transfers,Refunded,2024,1,27,23,Saturday
9547.45,Withdrawals,Completed,2024,1,22,6,Monday
30.7,Bill_Payments,Completed,2024,1,25,5,Thursday
549.67,Transfers,Completed,2024,1,24,13,Wednesday
1712.15,Bill_Payments,Completed,2024,2,23,7,Friday
2927.32,Withdrawals,Completed,2024,1,21,6,Sunday
457.92,Bill_Payments,Completed,2024,2,10,12,Saturday
965.4,Transfers,Completed,2024,1,14,20,Sunday
39.25,Card_Payments,Completed,2024,1,6,3,Saturday
4171.86,Bill_Payments,Completed,2024,2,3,2,Saturday
4737.05,Transfers,Pending,2024,1,29,14,Monday
13.75,Transfers,Completed,2024,2,16,15,Friday
2238.45,Bill_Payments,Completed,2024,2,7,4,Wednesday
2107.36,Bill_Payments,Completed,2024,2,18,22,Sunday
419.86,Bill_Payments,Pending,2024,1,23,4,Tuesday
290.29,Bill_Payments,Completed,2024,1,4,14,Thursday
4387.56,Pre_Funding,Completed,2024,1,3,10,Wednesday
4099.43,Withdrawals,Completed,2024,2,15,10,Thursday
15837.47,Withdrawals,Chargeback,2024,1,26,14,Friday
2297.81,Withdrawals,Completed,2024,2,1,1,Thursday
2595.13,Pre_Funding,Completed,2024,2,5,23,Monday
2861.84,Transfers,Completed,2024,2,13,11,Tuesday
3842.89,Withdrawals,Completed,2024,2,14,16,Wednesday
2839.53,Pre_Funding,Completed,2024,2,11,22,Sunday
4118.22,Pre_Funding,Completed,2024,1,29,14,Monday
45.37,Card_Payments,Completed,2024,1,15,20,Monday
5692.25,Transfers,Pending,2024,1,4,8,Thursday
2628.94,Transfers,Completed,2024,2,8,11,Thursday
3584.02,Bill_Payments,Completed,2024,1,20,4,Saturday
936.66,Transfers,Completed,2024,2,2,19,Friday
34.79,Transfers,Completed,2024,1,7,19,Sunday
1037.1,Bill_Payments,Completed,2024,1,4,8,Thursday
1993.93,Pre_Funding,Completed,2024,2,5,22,Monday
270.18,Bill_Payments,Completed,2024,1,11,8,Thursday
1872.92,Withdrawals,Completed,2024,2,10,21,Saturday
4835.78,Transfers,Completed,2024,2,18,9,Sunday
3920.64,Bill_Payments,Completed,2024,1,23,3,Tuesday
3874.7,Transfers,Pending,2024,1,12,7,Friday
17.5,Bill_Payments,Completed,2024,1,1,4,Monday
10063.27,Bill_Payments,Completed,2024,1,6,0,Saturday
1549.18,Withdrawals,Cancelled,2024,1,12,2,Friday
4644.37,Bill_Payments,Completed,2024,2,15,22,Thursday
12.56,Withdrawals,Completed,2024,2,21,8,Wednesday
1.34,Transfers,Completed,2024,1,6,15,Saturday
4621.01,Withdrawals,Completed,2024,1,28,13,Sunday
2840.86,Withdrawals,Completed,2024,1,14,15,Sunday
3725.08,Transfers,Completed,2024,2,23,17,Friday
4606.31,Withdrawals,Pending,2024,2,4,11,Sunday
346.29,Withdrawals,Completed,2024,1,9,19,Tuesday
32.18,Pre_Funding,Completed,2024,1,8,22,Monday
18.97,Transfers,Completed,2024,2,22,22,Thursday
2365.22,Withdrawals,Completed,2024,2,23,3,Friday
9074.57,Card_Payments,Refunded,2024,2,8,13,Thursday
4750.74,Withdrawals,Completed,2024,3,1,5,Friday
21.7,Withdrawals,Cancelled,2024,2,20,6,Tuesday
43.03,Transfers,Completed,2024,1,9,9,Tuesday
1849.16,Pre_Funding,Completed,2024,1,30,8,Tuesday
2313.24,Pre_Funding,Completed,2024,1,12,7,Friday
1260.46,Card_Payments,Pending,2024,1,12,9,Friday
21.62,Pre_Funding,Completed,2024,1,9,12,Tuesday
4648.22,Pre_Funding,Completed,2024,2,22,13,Thursday
3950.48,Card_Payments,Completed,2024,2,14,2,Wednesday
1979.9,Transfers,Completed,2024,1,16,22,Tuesday
24.99,Bill_Payments,Pending,2024,1,4,1,Thursday
1251.32,Transfers,Completed,2024,2,4,22,Sunday
792.32,Transfers,Completed,2024,2,7,5,Wednesday
1934.94,Transfers,Completed,2024,1,30,7,Tuesday
5.99,Bill_Payments,Completed,2024,1,7,12,Sunday
4667.44,Withdrawals,Pending,2024,2,9,16,Friday
2433.25,Transfers,Completed,2024,2,4,23,Sunday
2093.88,Card_Payments,Refunded,2024,2,4,17,Sunday
3887.56,Card_Payments,Completed,2024,2,11,13,Sunday
16407.99,Bill_Payments,Completed,2024,1,31,21,Wednesday
3515.46,Withdrawals,Completed,2024,1,1,21,Monday
3625.01,Transfers,Completed,2024,1,29,12,Monday
2833.01,Card_Payments,Completed,2024,1,30,23,Tuesday
3313.37,Withdrawals,Completed,2024,1,24,6,Wednesday
3703.77,Transfers,Pending,2024,2,6,16,Tuesday
3021.85,Pre_Funding,Completed,2024,2,28,16,Wednesday
130.12,Bill_Payments,Completed,2024,3,1,10,Friday
4746.52,Bill_Payments,Completed,2024,2,13,10,Tuesday
16615.75,Transfers,Completed,2024,2,26,17,Monday
3485.26,Withdrawals,Completed,2024,2,6,16,Tuesday
12410.87,Transfers,Cancelled,2024,2,28,13,Wednesday
5171.26,Card_Payments,Completed,2024,2,28,1,Wednesday
4673.99,Pre_Funding,Pending,2024,1,16,11,Tuesday
19507.91,Withdrawals,Cancelled,2024,2,21,1,Wednesday
1187.36,Pre_Funding,Pending,2024,1,18,17,Thursday
3551.21,Withdrawals,Completed,2024,1,9,22,Tuesday
3047.08,Card_Payments,Completed,2024,1,26,18,Friday
21.0,Transfers,Pending,2024,1,30,19,Tuesday
4050.79,Pre_Funding,Completed,2024,1,9,22,Tuesday
2834.7,Pre_Funding,Completed,2024,2,28,4,Wednesday
691.39,Pre_Funding,Completed,2024,1,29,21,Monday
12.16,Transfers,Completed,2024,1,31,11,Wednesday
2392.71,Transfers,Cancelled,2024,2,23,21,Friday
1744.48,Withdrawals,Completed,2024,1,13,5,Saturday
1732.38,Bill_Payments,Cancelled,2024,2,26,15,Monday
2127.84,Pre_Funding,Completed,2024,1,23,7,Tuesday
1254.94,Pre_Funding,Completed,2024,1,1,7,Monday
2489.6,Withdrawals,Pending,2024,2,27,12,Tuesday
4797.32,Withdrawals,Completed,2024,2,21,15,Wednesday
12.42,Bill_Payments,Completed,2024,2,2,5,Friday
17665.54,Transfers,Completed,2024,1,15,16,Monday
3024.1,Pre_Funding,Completed,2024,2,6,16,Tuesday
1168.66,Card_Payments,Completed,2024,1,4,23,Thursday
38.28,Pre_Funding,Completed,2024,1,4,22,Thursday
8375.33,Transfers,Completed,2024,1,23,22,Tuesday
706.48,Card_Payments,Completed,2024,2,27,20,Tuesday
3524.2,Transfers,Completed,2024,2,13,16,Tuesday
48.53,Bill_Payments,Completed,2024,2,3,4,Saturday
10.44,Transfers,Completed,2024,2,22,0,Thursday
1702.55,Withdrawals,Completed,2024,1,23,14,Tuesday
4371.14,Card_Payments,Completed,2024,1,26,15,Friday
40.91,Pre_Funding,Pending,2024,1,9,8,Tuesday
2128.17,Transfers,Completed,2024,2,7,17,Wednesday
3615.65,Pre_Funding,Pending,2024,1,14,13,Sunday
3515.08,Withdrawals,Pending,2024,2,1,14,Thursday
2458.15,Card_Payments,Completed,2024,1,21,17,Sunday
2584.45,Withdrawals,Completed,2024,1,1,17,Monday
3230.45,Pre_Funding,Completed,2024,1,31,11,Wednesday
4915.04,Bill_Payments,Completed,2024,1,19,15,Friday
2463.43,Pre_Funding,Completed,2024,1,27,1,Saturday
1891.72,Pre_Funding,Completed,2024,1,20,18,Saturday
3469.77,Card_Payments,Completed,2024,1,13,13,Saturday
1763.34,Pre_Funding,Completed,2024,1,28,14,Sunday
3908.1,Withdrawals,Completed,2024,2,4,6,Sunday
3007.09,Transfers,Completed,2024,1,6,21,Saturday
16924.32,Bill_Payments,Completed,2024,1,3,22,Wednesday
3413.9,Transfers,Chargeback,2024,1,21,17,Sunday
32.3,Pre_Funding,Pending,2024,2,2,14,Friday
47.62,Transfers,Completed,2024,1,1,19,Monday
4814.07,Pre_Funding,Cancelled,2024,1,11,22,Thursday
2888.4,Bill_Payments,Cancelled,2024,1,28,1,Sunday
2034.53,Card_Payments,Completed,2024,1,26,12,Friday
3793.05,Card_Payments,Completed,2024,2,24,6,Saturday
28.95,Withdrawals,Completed,2024,1,24,9,Wednesday
1709.2,Card_Payments,Completed,2024,2,6,12,Tuesday
34.15,Transfers,Completed,2024,2,6,7,Tuesday
397.44,Card_Payments,Completed,2024,2,18,17,Sunday
414.29,Transfers,Refunded,2024,2,24,14,Saturday
3791.33,Transfers,Pending,2024,2,15,20,Thursday
812.14,Pre_Funding,Completed,2024,2,14,19,Wednesday
2.69,Transfers,Completed,2024,2,16,15,Friday
2273.12,Bill_Payments,Cancelled,2024,1,15,13,Monday
2803.36,Transfers,Cancelled,2024,1,23,1,Tuesday
4480.8,Transfers,Completed,2024,2,28,0,Wednesday
1312.74,Card_Payments,Completed,2024,1,20,13,Saturday
3973.23,Withdrawals,Completed,2024,2,3,21,Saturday
33.0,Card_Payments,Completed,2024,2,15,19,Thursday
2276.87,Card_Payments,Completed,2024,2,21,20,Wednesday
1147.09,Withdrawals,Completed,2024,1,13,23,Saturday
2667.47,Withdrawals,Completed,2024,1,22,1,Monday
11.65,Pre_Funding,Completed,2024,2,8,19,Thursday
4385.79,Pre_Funding,Completed,2024,2,18,13,Sunday
2207.2,Pre_Funding,Completed,2024,2,14,0,Wednesday
7268.78,Pre_Funding,Pending,2024,1,18,21,Thursday
2081.87,Withdrawals,Completed,2024,1,10,19,Wednesday
2235.58,Bill_Payments,Pending,2024,2,27,0,Tuesday
5409.84,Card_Payments,Refunded,2024,1,6,9,Saturday
810.88,Card_Payments,Cancelled,2024,1,15,2,Monday
6621.27,Card_Payments,Completed,2024,2,16,8,Friday
3701.08,Withdrawals,Completed,2024,1,4,20,Thursday
33.13,Bill_Payments,Completed,2024,1,12,12,Friday
19756.32,Withdrawals,Completed,2024,2,1,4,Thursday
2291.42,Bill_Payments,Refunded,2024,1,4,1,Thursday
2586.57,Card_Payments,Completed,2024,1,20,20,Saturday
669.15,Transfers,Completed,2024,1,13,5,Saturday
1476.45,Pre_Funding,Completed,2024,1,4,5,Thursday
2142.49,Card_Payments,Completed,2024,1,4,13,Thursday
15896.63,Pre_Funding,Completed,2024,2,1,15,Thursday
3225.37,Withdrawals,Completed,2024,1,14,6,Sunday
25.12,Pre_Funding,Completed,2024,1,18,10,Thursday
3688.38,Bill_Payments,Completed,2024,1,20,3,Saturday
1575.62,Card_Payments,Completed,2024,2,27,19,Tuesday
405.15,Transfers,Completed,2024,1,25,22,Thursday
233.7,Withdrawals,Completed,2024,2,12,21,Monday
3416.91,Pre_Funding,Chargeback,2024,2,25,13,Sunday
1010.36,Pre_Funding,Completed,2024,2,29,1,Thursday
4787.93,Pre_Funding,Completed,2024,1,17,2,Wednesday
12.0,Transfers,Completed,2024,2,20,6,Tuesday
12834.1,Transfers,Completed,2024,1,24,14,Wednesday
2647.49,Pre_Funding,Pending,2024,2,14,7,Wednesday
4222.48,Pre_Funding,Completed,2024,2,24,19,Saturday
30.33,Card_Payments,Completed,2024,2,29,4,Thursday
8540.65,Withdrawals,Refunded,2024,1,17,15,Wednesday
837.71,Pre_Funding,Completed,2024,1,31,19,Wednesday
2387.52,Transfers,Completed,2024,2,23,9,Friday
4280.61,Card_Payments,Completed,2024,2,8,16,Thursday
4444.7,Card_Payments,Completed,2024,1,22,3,Monday
118.16,Withdrawals,Completed,2024,1,29,8,Monday
1745.87,Transfers,Pending,2024,1,29,22,Monday
3891.63,Transfers,Completed,2024,1,11,15,Thursday
2228.71,Transfers,Refunded,2024,1,5,15,Friday
49.58,Withdrawals,Completed,2024,2,7,0,Wednesday
3272.66,Pre_Funding,Completed,2024,1,17,23,Wednesday
4006.6,Withdrawals,Completed,2024,1,15,11,Monday
4415.41,Bill_Payments,Pending,2024,1,27,23,Saturday
1373.47,Withdrawals,Completed,2024,2,16,1,Friday
2260.5,Transfers,Completed,2024,1,27,13,Saturday
3524.72,Withdrawals,Completed,2024,1,9,22,Tuesday
4728.84,Pre_Funding,Completed,2024,1,27,20,Saturday
4546.17,Bill_Payments,Completed,2024,1,27,18,Saturday
709.41,Bill_Payments,Completed,2024,2,19,10,Monday
3762.77,Withdrawals,Cancelled,2024,2,12,22,Monday
2607.73,Pre_Funding,Completed,2024,1,13,1,Saturday
649.58,Card_Payments,Completed,2024,2,6,13,Tuesday
38.06,Card_Payments,Completed,2024,1,9,0,Tuesday
4213.86,Card_Payments,Completed,2024,1,3,8,Wednesday
4773.58,Bill_Payments,Cancelled,2024,1,28,19,Sunday
1042.01,Withdrawals,Pending,2024,2,1,5,Thursday
4558.8,Pre_Funding,Completed,2024,3,1,5,Friday
41.48,Transfers,Completed,2024,2,29,23,Thursday
3899.95,Pre_Funding,Completed,2024,1,10,22,Wednesday
204.76,Withdrawals,Completed,2024,3,1,1,Friday
875.89,Transfers,Completed,2024,1,15,19,Monday
2186.07,Pre_Funding,Completed,2024,1,15,1,Monday
4728.45,Withdrawals,Completed,2024,2,9,13,Friday
4058.2,Card_Payments,Completed,2024,2,14,16,Wednesday
2215.39,Pre_Funding,Completed,2024,2,7,12,Wednesday
1132.46,Bill_Payments,Completed,2024,2,17,7,Saturday
4090.0,Bill_Payments,Completed,2024,2,5,15,Monday
2643.04,Transfers,Completed,2024,2,2,3,Friday
1083.65,Pre_Funding,Completed,2024,2,19,8,Monday
770.98,Card_Payments,Completed,2024,1,31,7,Wednesday
13.77,Bill_Payments,Pending,2024,1,13,12,Saturday
10498.78,Card_Payments,Completed,2024,2,11,19,Sunday
3450.42,Withdrawals,Completed,2024,1,17,21,Wednesday
3631.8,Transfers,Completed,2024,1,22,14,Monday
4533.1,Bill_Payments,Completed,2024,2,4,21,Sunday
2932.57,Card_Payments,Completed,2024,2,12,19,Monday
11880.46,Withdrawals,Completed,2024,2,25,21,Sunday
2215.58,Pre_Funding,Completed,2024,2,24,17,Saturday
2106.33,Withdrawals,Completed,2024,2,3,23,Saturday
3664.09,Pre_Funding,Completed,2024,2,1,16,Thursday
13320.06,Withdrawals,Completed,2024,2,19,14,Monday
4095.08,Pre_Funding,Completed,2024,2,19,21,Monday
2045.41,Bill_Payments,Completed,2024,2,29,23,Thursday
1713.77,Withdrawals,Completed,2024,1,20,5,Saturday
19537.51,Transfers,Completed,2024,2,27,0,Tuesday
3618.14,Withdrawals,Completed,2024,2,18,1,Sunday
540.39,Withdrawals,Completed,2024,2,18,8,Sunday
4406.48,Transfers,Completed,2024,1,15,4,Monday
12920.78,Bill_Payments,Completed,2024,2,4,8,Sunday
2909.44,Pre_Funding,Completed,2024,1,14,22,Sunday
439.34,Transfers,Completed,2024,1,12,18,Friday
646.73,Transfers,Completed,2024,3,1,13,Friday
1312.78,Bill_Payments,Completed,2024,2,14,22,Wednesday
3939.61,Transfers,Completed,2024,1,4,14,Thursday
12443.71,Transfers,Completed,2024,2,11,18,Sunday
1795.01,Bill_Payments,Pending,2024,2,29,13,Thursday
3692.28,Bill_Payments,Pending,2024,1,18,5,Thursday
524.7,Withdrawals,Completed,2024,1,22,4,Monday
608.57,Bill_Payments,Completed,2024,2,21,9,Wednesday
33.24,Card_Payments,Refunded,2024,2,19,21,Monday
384.34,Withdrawals,Completed,2024,1,21,16,Sunday
3110.5,Withdrawals,Completed,2024,1,5,18,Friday
26.9,Withdrawals,Completed,2024,2,23,6,Friday
13846.57,Transfers,Completed,2024,1,15,17,Monday
32.51,Bill_Payments,Completed,2024,2,19,5,Monday
3596.4,Card_Payments,Chargeback,2024,2,23,3,Friday
3547.28,Bill_Payments,Completed,2024,1,16,23,Tuesday
3952.82,Withdrawals,Completed,2024,1,12,20,Friday
1652.08,Withdrawals,Completed,2024,1,29,23,Monday
2090.45,Card_Payments,Completed,2024,1,9,3,Tuesday
2980.96,Card_Payments,Completed,2024,2,6,7,Tuesday
4816.31,Bill_Payments,Completed,2024,2,20,5,Tuesday
6431.38,Bill_Payments,Completed,2024,1,19,0,Friday
4283.71,Card_Payments,Completed,2024,1,25,1,Thursday
1391.09,Bill_Payments,Completed,2024,1,4,0,Thursday
1640.93,Pre_Funding,Completed,2024,2,21,23,Wednesday
49.96,Bill_Payments,Completed,2024,1,15,11,Monday
3088.04,Pre_Funding,Completed,2024,1,23,18,Tuesday
2140.41,Withdrawals,Pending,2024,2,19,18,Monday
1018.55,Card_Payments,Cancelled,2024,1,26,3,Friday
4789.96,Pre_Funding,Completed,2024,1,11,20,Thursday
2754.01,Card_Payments,Cancelled,2024,1,12,10,Friday
13771.71,Bill_Payments,Completed,2024,1,27,12,Saturday
576.0,Transfers,Completed,2024,1,26,11,Friday
14496.64,Withdrawals,Pending,2024,2,5,3,Monday
1346.32,Card_Payments,Pending,2024,2,27,17,Tuesday
2632.87,Transfers,Completed,2024,2,27,19,Tuesday
4194.84,Bill_Payments,Cancelled,2024,2,3,20,Saturday
1477.98,Withdrawals,Completed,2024,1,2,3,Tuesday
11761.93,Bill_Payments,Completed,2024,1,17,4,Wednesday
36.96,Bill_Payments,Completed,2024,2,22,21,Thursday
1376.82,Card_Payments,Completed,2024,1,14,2,Sunday
2983.68,Transfers,Completed,2024,2,9,22,Friday
4827.93,Pre_Funding,Completed,2024,1,7,21,Sunday
537.06,Withdrawals,Completed,2024,1,17,18,Wednesday
3982.78,Pre_Funding,Completed,2024,2,14,15,Wednesday
4115.42,Transfers,Completed,2024,2,13,5,Tuesday
4813.83,Transfers,Completed,2024,1,16,10,Tuesday
20.13,Bill_Payments,Completed,2024,1,21,0,Sunday
791.76,Transfers,Completed,2024,2,24,19,Saturday
7153.63,Bill_Payments,Completed,2024,1,23,0,Tuesday
1703.45,Transfers,Completed,2024,1,5,14,Friday
2518.47,Pre_Funding,Pending,2024,2,8,4,Thursday
2883.19,Card_Payments,Chargeback,2024,2,2,5,Friday
4108.67,Pre_Funding,Completed,2024,2,14,18,Wednesday
3975.77,Bill_Payments,Completed,2024,1,5,11,Friday
547.37,Transfers,Completed,2024,1,15,22,Monday
4258.06,Withdrawals,Completed,2024,1,1,8,Monday
5.0,Card_Payments,Completed,2024,2,4,2,Sunday
470.0,Card_Payments,Completed,2024,1,3,0,Wednesday
4569.18,Card_Payments,Pending,2024,1,18,8,Thursday
2059.03,Card_Payments,Completed,2024,1,26,18,Friday
1338.91,Withdrawals,Completed,2024,2,19,8,Monday
3666.8,Withdrawals,Completed,2024,2,22,23,Thursday
29.02,Bill_Payments,Completed,2024,1,24,16,Wednesday
2003.1,Bill_Payments,Completed,2024,1,15,0,Monday
4080.7,Bill_Payments,Completed,2024,2,4,14,Sunday
2004.48,Bill_Payments,Pending,2024,1,13,18,Saturday
2619.85,Bill_Payments,Completed,2024,1,27,6,Saturday
3059.22,Pre_Funding,Completed,2024,2,27,23,Tuesday
18517.37,Pre_Funding,Completed,2024,2,7,0,Wednesday
4137.81,Card_Payments,Completed,2024,1,13,13,Saturday
356.82,Withdrawals,Completed,2024,2,16,4,Friday
3206.45,Pre_Funding,Completed,2024,2,26,10,Monday
35.82,Pre_Funding,Completed,2024,2,3,6,Saturday
2044.16,Card_Payments,Completed,2024,1,14,4,Sunday
2243.79,Card_Payments,Completed,2024,2,1,0,Thursday
18798.16,Transfers,Completed,2024,2,2,15,Friday
1394.63,Withdrawals,Pending,2024,2,19,14,Monday
4431.47,Pre_Funding,Completed,2024,2,16,5,Friday
4917.86,Bill_Payments,Completed,2024,2,29,23,Thursday
15868.57,Card_Payments,Completed,2024,1,6,20,Saturday
1328.59,Bill_Payments,Completed,2024,2,14,0,Wednesday
9535.85,Transfers,Completed,2024,2,24,16,Saturday
940.07,Bill_Payments,Completed,2024,2,10,15,Saturday
1480.86,Withdrawals,Cancelled,2024,1,21,21,Sunday
3738.44,Pre_Funding,Completed,2024,2,18,14,Sunday
4239.77,Withdrawals,Completed,2024,2,15,12,Thursday
4689.08,Card_Payments,Completed,2024,2,10,1,Saturday
882.98,Card_Payments,Completed,2024,2,25,16,Sunday
4671.0,Pre_Funding,Pending,2024,2,10,17,Saturday
52.19,Pre_Funding,Cancelled,2024,2,28,1,Wednesday
800.85,Transfers,Chargeback,2024,1,7,3,Sunday
4173.38,Pre_Funding,Completed,2024,1,28,2,Sunday
6218.86,Pre_Funding,Completed,2024,1,10,18,Wednesday
2378.77,Withdrawals,Completed,2024,1,6,5,Saturday
1033.15,Card_Payments,Completed,2024,1,27,22,Saturday
3049.58,Transfers,Pending,2024,2,29,20,Thursday
3276.9,Card_Payments,Pending,2024,1,14,11,Sunday
645.69,Transfers,Completed,2024,1,28,3,Sunday
3416.15,Pre_Funding,Completed,2024,3,1,18,Friday
1512.31,Withdrawals,Completed,2024,2,22,13,Thursday
4558.73,Transfers,Completed,2024,2,9,12,Friday
138.63,Withdrawals,Completed,2024,1,23,11,Tuesday
2373.39,Bill_Payments,Completed,2024,1,20,10,Saturday
560.32,Transfers,Cancelled,2024,2,13,14,Tuesday
328.12,Pre_Funding,Completed,2024,1,5,12,Friday
851.96,Transfers,Completed,2024,1,17,6,Wednesday
8285.83,Transfers,Pending,2024,1,23,21,Tuesday
3877.55,Withdrawals,Completed,2024,1,31,5,Wednesday
2967.32,Bill_Payments,Completed,2024,1,5,11,Friday
