Transaction_ID,Customer_ID,Transaction_Date,Description,Amount,Classification_Tag,Transaction_Time,Status,Disputed,FraudFlag,IsDuplicate,VerificationStatus,SettlementStatus,HighValue,ManualReviewFlag,Classified_Status
TXN114733,CUST0118,11/01/2024,Money transfer via mobile,2304.63,Transfers,03:50:25,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN521386,CUST0019,24/01/2024,POS cash withdrawal,886.72,Withdrawals,19:00:49,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN369510,CUST0085,27/01/2024,Bank transfer to savings,11.79,Transfers,13:35:39,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN347449,CUST0046,30/01/2024,Salary deposit,337.11,Pre-Funding,00:04:08,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN414145,CUST0108,07/02/2024,Restaurant bill payment,385.43,Card_Payments,21:54:59,Completed,False,False,False,Pending,Settled,False,False,Pending
TXN581615,CUST0019,17/02/2024,Salary deposit,1324.4,Pre-Funding,15:12:36,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN863938,CUST0032,29/01/2024,Grocery store card payment,15265.58,Card_Payments,21:42:42,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN859999,CUST0191,02/02/2024,Account pre-funding deposit,4253.43,Pre-Funding,03:23:52,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN775635,CUST0124,18/02/2024,POS cash withdrawal,4519.04,Withdrawals,03:51:51,Completed,False,False,False,Failed,Settled,True,False,Pending
TXN816832,CUST0071,13/02/2024,Bank transfer to savings,4754.13,Transfers,14:21:21,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN225835,CUST0172,01/01/2024,Electricity bill payment,2246.47,Bill_Payments,23:50:49,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN683489,CUST0010,10/02/2024,Account pre-funding deposit,1047.96,Pre-Funding,21:52:16,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN688801,CUST0089,20/02/2024,ATM withdrawal,4205.58,Withdrawals,23:23:30,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN582437,CUST0070,07/02/2024,Water bill settlement,6.22,Bill_Payments,23:23:14,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN408300,CUST0001,22/01/2024,POS cash withdrawal,1161.14,Withdrawals,01:50:44,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN346902,CUST0090,22/01/2024,Cash withdrawal at branch,663.39,Withdrawals,00:05:55,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN512361,CUST0122,07/02/2024,Water bill settlement,4929.57,Bill_Payments,09:13:15,Cancelled,False,False,False,Completed,Settled,True,False,Completed
TXN451026,CUST0155,18/01/2024,Electricity bill payment,2692.52,Bill_Payments,21:11:56,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN271983,CUST0101,09/02/2024,Restaurant bill payment,1561.64,Card_Payments,19:23:00,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN219740,CUST0175,29/02/2024,Electricity bill payment,2054.72,Bill_Payments,06:32:22,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN251490,CUST0002,14/01/2024,Electricity bill payment,3555.95,Bill_Payments,15:10:22,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN719579,CUST0131,04/02/2024,POS cash withdrawal,864.11,Withdrawals,07:07:53,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN570486,CUST0071,24/01/2024,Restaurant bill payment,3734.32,Card_Payments,16:22:44,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN120779,CUST0019,21/02/2024,Grocery store card payment,715.66,Card_Payments,05:55:30,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN830980,CUST0076,22/02/2024,ATM withdrawal,345.06,Withdrawals,00:22:11,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN254484,CUST0109,01/03/2024,Online purchase - electronics,4771.28,Card_Payments,19:14:58,Completed,False,False,False,Failed,Settled,True,False,Pending
TXN835655,CUST0161,26/01/2024,Internet subscription renewal,1653.4,Bill_Payments,19:41:52,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN305703,CUST0117,24/02/2024,Cash withdrawal at branch,1540.37,Withdrawals,08:37:27,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN794390,CUST0070,26/01/2024,Water bill settlement,4312.19,Bill_Payments,07:53:04,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN510762,CUST0025,09/01/2024,Grocery store card payment,4741.09,Card_Payments,12:36:57,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN894222,CUST0175,28/02/2024,Water bill settlement,2693.25,Bill_Payments,06:31:08,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN348209,CUST0107,08/01/2024,POS cash withdrawal,5489.74,Withdrawals,21:30:17,Cancelled,False,False,False,Completed,Settled,True,False,Pending
TXN677321,CUST0178,24/01/2024,Electricity bill payment,2485.63,Bill_Payments,22:36:07,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN736196,CUST0099,27/02/2024,ATM withdrawal,1642.45,Withdrawals,14:13:30,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN953125,CUST0167,25/01/2024,Money transfer via mobile,3936.01,Transfers,12:36:29,Cancelled,False,False,False,Completed,Settled,True,False,Completed
TXN309190,CUST0028,17/01/2024,Salary deposit,2735.0,Pre-Funding,22:28:45,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN408920,CUST0093,20/01/2024,Wire transfer received,12.98,Transfers,06:20:03,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN245631,CUST0146,23/01/2024,Salary deposit,3417.66,Pre-Funding,20:25:16,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN165111,CUST0006,27/02/2024,Wire transfer received,1825.66,Transfers,17:50:19,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN701638,CUST0030,06/01/2024,Account pre-funding deposit,1027.28,Pre-Funding,19:17:27,Refunded,False,False,False,Completed,Settled,True,True,Pending
TXN533269,CUST0018,28/02/2024,Salary deposit,36.63,Pre-Funding,09:14:34,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN943951,CUST0062,31/01/2024,Electricity bill payment,3033.96,Bill_Payments,10:19:09,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN242262,CUST0200,26/02/2024,ATM withdrawal,2199.31,Withdrawals,22:08:08,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN290788,CUST0190,27/01/2024,Restaurant bill payment,1183.06,Card_Payments,15:09:02,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN217355,CUST0071,27/01/2024,E-wallet top-up,2645.89,Pre-Funding,02:02:52,Completed,False,False,False,Failed,Settled,True,True,Pending
TXN737954,CUST0102,29/02/2024,Wire transfer received,230.96,Transfers,12:42:19,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN586424,CUST0197,14/02/2024,Internet subscription renewal,85.2,Bill_Payments,16:06:18,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN113376,CUST0029,16/02/2024,ATM withdrawal,761.86,Withdrawals,12:24:21,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN165696,CUST0039,16/01/2024,Restaurant bill payment,827.46,Card_Payments,17:58:27,Completed,False,True,False,Completed,Settled,False,False,Completed
TXN994968,CUST0087,31/01/2024,Water bill settlement,3592.28,Bill_Payments,22:37:19,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN495056,CUST0040,05/01/2024,Online purchase - electronics,4305.42,Card_Payments,08:56:32,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN188428,CUST0168,26/02/2024,Grocery store card payment,2483.76,Card_Payments,17:43:36,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN302660,CUST0089,31/01/2024,Restaurant bill payment,571.08,Card_Payments,21:42:33,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN822866,CUST0097,04/01/2024,Salary deposit,2657.35,Pre-Funding,15:50:11,Chargeback,False,False,False,Completed,Settled,True,True,Pending
TXN509775,CUST0196,16/02/2024,Online purchase - electronics,4026.92,Card_Payments,23:55:17,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN265588,CUST0177,29/02/2024,Water bill settlement,3388.8,Bill_Payments,15:26:30,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN703035,CUST0098,17/01/2024,E-wallet top-up,576.5,Pre-Funding,13:54:13,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN115071,CUST0136,21/01/2024,Money transfer via mobile,4955.98,Transfers,01:47:47,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN195602,CUST0145,17/01/2024,Grocery store card payment,3150.23,Card_Payments,09:04:55,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN632085,CUST0008,02/02/2024,Internet subscription renewal,3883.39,Bill_Payments,00:04:02,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN595252,CUST0195,27/01/2024,Wire transfer received,3142.97,Transfers,23:54:00,Refunded,False,False,False,Completed,Settled,True,False,Pending
TXN791135,CUST0138,22/01/2024,Cash withdrawal at branch,9547.45,Withdrawals,06:32:17,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN383428,CUST0103,25/01/2024,Water bill settlement,30.7,Bill_Payments,05:15:42,Completed,False,False,False,Pending,Settled,False,False,Pending
TXN986830,CUST0181,24/01/2024,Wire transfer received,549.67,Transfers,13:19:53,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN878095,CUST0172,23/02/2024,Electricity bill payment,1712.15,Bill_Payments,07:29:43,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN777016,CUST0024,21/01/2024,POS cash withdrawal,2927.32,Withdrawals,06:09:00,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN102144,CUST0154,10/02/2024,Water bill settlement,457.92,Bill_Payments,12:59:47,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN678390,CUST0134,14/01/2024,Money transfer via mobile,965.4,Transfers,20:04:57,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN610038,CUST0131,06/01/2024,Restaurant bill payment,39.25,Card_Payments,03:50:47,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN381440,CUST0128,03/02/2024,Water bill settlement,4171.86,Bill_Payments,02:51:15,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN714944,CUST0025,29/01/2024,Wire transfer received,4737.05,Transfers,14:38:40,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN360627,CUST0197,16/02/2024,Money transfer via mobile,13.75,Transfers,15:53:15,Completed,False,False,False,Pending,Settled,False,False,Pending
TXN883074,CUST0139,07/02/2024,Water bill settlement,2238.45,Bill_Payments,04:08:32,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN667387,CUST0034,18/02/2024,Water bill settlement,2107.36,Bill_Payments,22:37:36,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN760814,CUST0003,23/01/2024,Water bill settlement,419.86,Bill_Payments,04:56:42,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN564440,CUST0022,04/01/2024,Internet subscription renewal,290.29,Bill_Payments,14:19:12,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN865711,CUST0130,03/01/2024,Salary deposit,4387.56,Pre-Funding,10:11:52,Completed,False,False,False,Pending,Settled,True,True,Pending
TXN759976,CUST0150,15/02/2024,POS cash withdrawal,4099.43,Withdrawals,10:39:03,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN426241,CUST0127,26/01/2024,POS cash withdrawal,15837.47,Withdrawals,14:31:38,Chargeback,False,False,False,Completed,Settled,True,False,Completed
TXN912721,CUST0108,01/02/2024,ATM withdrawal,2297.81,Withdrawals,01:39:46,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN802083,CUST0181,05/02/2024,E-wallet top-up,2595.13,Pre-Funding,23:38:27,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN474731,CUST0077,13/02/2024,Bank transfer to savings,2861.84,Transfers,11:31:38,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN773952,CUST0137,14/02/2024,POS cash withdrawal,3842.89,Withdrawals,16:10:10,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN894963,CUST0077,11/02/2024,E-wallet top-up,2839.53,Pre-Funding,22:02:53,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN317282,CUST0032,29/01/2024,E-wallet top-up,4118.22,Pre-Funding,14:55:20,Completed,False,False,False,Failed,Settled,True,True,Pending
TXN731013,CUST0121,15/01/2024,Grocery store card payment,45.37,Card_Payments,20:40:57,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN856874,CUST0133,04/01/2024,Bank transfer to savings,5692.25,Transfers,08:03:15,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN519905,CUST0191,08/02/2024,Money transfer via mobile,2628.94,Transfers,11:09:43,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN170467,CUST0145,20/01/2024,Water bill settlement,3584.02,Bill_Payments,04:38:45,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN449321,CUST0020,02/02/2024,Wire transfer received,936.66,Transfers,19:55:41,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN155171,CUST0127,07/01/2024,Money transfer via mobile,34.79,Transfers,19:07:36,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN132062,CUST0122,04/01/2024,Electricity bill payment,1037.1,Bill_Payments,08:11:44,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN772134,CUST0199,05/02/2024,Account pre-funding deposit,1993.93,Pre-Funding,22:31:21,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN167761,CUST0175,11/01/2024,Electricity bill payment,270.18,Bill_Payments,08:55:06,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN779158,CUST0021,10/02/2024,Cash withdrawal at branch,1872.92,Withdrawals,21:14:24,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN898473,CUST0183,18/02/2024,Wire transfer received,4835.78,Transfers,09:15:51,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN285251,CUST0045,23/01/2024,Internet subscription renewal,3920.64,Bill_Payments,03:38:07,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN289886,CUST0075,12/01/2024,Wire transfer received,3874.7,Transfers,07:05:18,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN821320,CUST0033,01/01/2024,Water bill settlement,17.5,Bill_Payments,04:31:24,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN525526,CUST0174,06/01/2024,Internet subscription renewal,10063.27,Bill_Payments,00:12:53,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN140232,CUST0146,12/01/2024,ATM withdrawal,1549.18,Withdrawals,02:45:59,Cancelled,False,False,False,Completed,Settled,True,False,Pending
TXN160349,CUST0157,15/02/2024,Electricity bill payment,4644.37,Bill_Payments,22:57:01,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN799936,CUST0181,21/02/2024,Cash withdrawal at branch,12.56,Withdrawals,08:11:05,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN651791,CUST0069,06/01/2024,Money transfer via mobile,1.34,Transfers,15:01:42,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN902137,CUST0182,28/01/2024,Cash withdrawal at branch,4621.01,Withdrawals,13:34:16,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN901503,CUST0129,14/01/2024,ATM withdrawal,2840.86,Withdrawals,15:05:48,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN319702,CUST0139,23/02/2024,Money transfer via mobile,3725.08,Transfers,17:39:31,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN494815,CUST0190,04/02/2024,ATM withdrawal,4606.31,Withdrawals,11:55:37,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN499363,CUST0100,09/01/2024,ATM withdrawal,346.29,Withdrawals,19:19:20,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN423045,CUST0051,08/01/2024,Salary deposit,32.18,Pre-Funding,22:23:27,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN722003,CUST0047,22/02/2024,Money transfer via mobile,18.97,Transfers,22:56:53,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN177661,CUST0064,23/02/2024,ATM withdrawal,2365.22,Withdrawals,03:13:09,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN680423,CUST0171,08/02/2024,Grocery store card payment,9074.57,Card_Payments,13:41:00,Refunded,False,False,False,Completed,Settled,True,False,Completed
TXN450467,CUST0108,01/03/2024,POS cash withdrawal,4750.74,Withdrawals,05:49:45,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN296193,CUST0182,20/02/2024,ATM withdrawal,21.7,Withdrawals,06:05:49,Cancelled,False,False,False,Completed,Settled,False,False,Completed
TXN192149,CUST0171,09/01/2024,Wire transfer received,43.03,Transfers,09:48:40,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN316860,CUST0062,30/01/2024,Salary deposit,1849.16,Pre-Funding,08:13:41,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN248105,CUST0107,12/01/2024,E-wallet top-up,2313.24,Pre-Funding,07:10:20,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN123303,CUST0088,12/01/2024,Online purchase - electronics,1260.46,Card_Payments,09:50:31,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN498180,CUST0127,09/01/2024,Account pre-funding deposit,21.62,Pre-Funding,12:12:54,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN173143,CUST0071,22/02/2024,Account pre-funding deposit,4648.22,Pre-Funding,13:35:22,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN870171,CUST0091,14/02/2024,Grocery store card payment,3950.48,Card_Payments,02:54:25,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN881760,CUST0054,16/01/2024,Bank transfer to savings,1979.9,Transfers,22:06:05,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN420691,CUST0034,04/01/2024,Electricity bill payment,24.99,Bill_Payments,01:02:04,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN276487,CUST0019,04/02/2024,Money transfer via mobile,1251.32,Transfers,22:17:48,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN153027,CUST0165,07/02/2024,Money transfer via mobile,792.32,Transfers,05:36:16,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN108879,CUST0074,30/01/2024,Money transfer via mobile,1934.94,Transfers,07:35:36,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN251056,CUST0011,07/01/2024,Water bill settlement,5.99,Bill_Payments,12:01:17,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN741665,CUST0032,09/02/2024,POS cash withdrawal,4667.44,Withdrawals,16:38:49,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN507431,CUST0154,04/02/2024,Bank transfer to savings,2433.25,Transfers,23:00:11,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN347489,CUST0037,04/02/2024,Restaurant bill payment,2093.88,Card_Payments,17:21:06,Refunded,False,False,False,Completed,Settled,True,False,Completed
TXN312703,CUST0033,11/02/2024,Online purchase - electronics,3887.56,Card_Payments,13:50:16,Completed,False,False,False,Failed,Settled,True,False,Pending
TXN285455,CUST0191,31/01/2024,Internet subscription renewal,16407.99,Bill_Payments,21:16:35,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN438474,CUST0167,01/01/2024,Cash withdrawal at branch,3515.46,Withdrawals,21:56:17,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN905194,CUST0143,29/01/2024,Bank transfer to savings,3625.01,Transfers,12:16:26,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN194914,CUST0145,30/01/2024,Restaurant bill payment,2833.01,Card_Payments,23:53:46,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN720016,CUST0027,24/01/2024,ATM withdrawal,3313.37,Withdrawals,06:27:44,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN126807,CUST0168,06/02/2024,Wire transfer received,3703.77,Transfers,16:11:34,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN969694,CUST0134,28/02/2024,Salary deposit,3021.85,Pre-Funding,16:52:17,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN117154,CUST0136,01/03/2024,Internet subscription renewal,130.12,Bill_Payments,10:15:26,Completed,False,False,False,Pending,Settled,False,False,Pending
TXN272095,CUST0027,13/02/2024,Internet subscription renewal,4746.52,Bill_Payments,10:17:44,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN402710,CUST0128,26/02/2024,Money transfer via mobile,16615.75,Transfers,17:17:46,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN776679,CUST0071,06/02/2024,ATM withdrawal,3485.26,Withdrawals,16:42:21,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN942005,CUST0179,28/02/2024,Bank transfer to savings,12410.87,Transfers,13:48:44,Cancelled,False,False,False,Completed,Settled,True,False,Completed
TXN805283,CUST0024,28/02/2024,Grocery store card payment,5171.26,Card_Payments,01:27:18,Completed,False,False,False,Failed,Settled,True,False,Pending
TXN159973,CUST0172,16/01/2024,Account pre-funding deposit,4673.99,Pre-Funding,11:54:54,Pending,False,False,False,Completed,Not Settled,True,True,Pending
TXN989558,CUST0097,21/02/2024,POS cash withdrawal,19507.91,Withdrawals,01:11:41,Cancelled,False,False,False,Completed,Settled,True,False,Pending
TXN575842,CUST0133,18/01/2024,E-wallet top-up,1187.36,Pre-Funding,17:51:04,Pending,False,False,False,Completed,Not Settled,True,True,Pending
TXN766100,CUST0055,09/01/2024,Cash withdrawal at branch,3551.21,Withdrawals,22:41:05,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN168917,CUST0068,26/01/2024,Restaurant bill payment,3047.08,Card_Payments,18:44:09,Completed,False,False,False,Failed,Settled,True,False,Pending
TXN988642,CUST0045,30/01/2024,Bank transfer to savings,21.0,Transfers,19:35:12,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN337624,CUST0174,09/01/2024,E-wallet top-up,4050.79,Pre-Funding,22:35:50,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN369555,CUST0080,28/02/2024,Salary deposit,2834.7,Pre-Funding,04:16:53,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN513843,CUST0108,29/01/2024,Salary deposit,691.39,Pre-Funding,21:33:12,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN441949,CUST0088,31/01/2024,Money transfer via mobile,12.16,Transfers,11:55:32,Completed,False,False,False,Completed,Settled,False,False,Completed
TXN408862,CUST0158,23/02/2024,Bank transfer to savings,2392.71,Transfers,21:06:15,Cancelled,False,False,False,Completed,Settled,True,False,Pending
TXN253644,CUST0189,13/01/2024,ATM withdrawal,1744.48,Withdrawals,05:32:54,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN243586,CUST0142,26/02/2024,Electricity bill payment,1732.38,Bill_Payments,15:07:09,Cancelled,False,False,False,Pending,Settled,True,False,Pending
TXN629965,CUST0149,23/01/2024,Salary deposit,2127.84,Pre-Funding,07:13:40,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN590682,CUST0004,01/01/2024,Salary deposit,1254.94,Pre-Funding,07:13:43,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN485338,CUST0051,27/02/2024,ATM withdrawal,2489.6,Withdrawals,12:15:25,Pending,False,False,False,Pending,Not Settled,True,False,Pending
TXN231092,CUST0190,21/02/2024,ATM withdrawal,4797.32,Withdrawals,15:31:20,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN487732,CUST0149,02/02/2024,Electricity bill payment,12.42,Bill_Payments,05:54:08,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN854798,CUST0052,15/01/2024,Wire transfer received,17665.54,Transfers,16:03:45,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN367407,CUST0091,06/02/2024,E-wallet top-up,3024.1,Pre-Funding,16:31:11,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN989715,CUST0194,04/01/2024,Restaurant bill payment,1168.66,Card_Payments,23:25:18,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN140180,CUST0153,04/01/2024,Account pre-funding deposit,38.28,Pre-Funding,22:52:45,Completed,False,False,False,Failed,Settled,False,False,Pending
TXN553682,CUST0041,23/01/2024,Money transfer via mobile,8375.33,Transfers,22:30:49,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN545558,CUST0036,27/02/2024,Grocery store card payment,706.48,Card_Payments,20:16:05,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN153155,CUST0080,13/02/2024,Money transfer via mobile,3524.2,Transfers,16:59:08,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN891460,CUST0088,03/02/2024,Internet subscription renewal,48.53,Bill_Payments,04:38:16,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN343182,CUST0024,22/02/2024,Wire transfer received,10.44,Transfers,00:09:28,Completed,False,False,False,Completed,Settled,False,False,Pending
TXN786394,CUST0002,23/01/2024,Cash withdrawal at branch,1702.55,Withdrawals,14:52:36,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN549994,CUST0176,26/01/2024,Restaurant bill payment,4371.14,Card_Payments,15:49:34,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN793488,CUST0171,09/01/2024,Salary deposit,40.91,Pre-Funding,08:34:03,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN864910,CUST0105,07/02/2024,Bank transfer to savings,2128.17,Transfers,17:33:34,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN189937,CUST0085,14/01/2024,Account pre-funding deposit,3615.65,Pre-Funding,13:10:20,Pending,False,False,False,Completed,Not Settled,True,True,Pending
TXN544430,CUST0155,01/02/2024,POS cash withdrawal,3515.08,Withdrawals,14:40:21,Pending,False,False,False,Completed,Not Settled,True,False,Pending
TXN374980,CUST0123,21/01/2024,Online purchase - electronics,2458.15,Card_Payments,17:24:51,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN926123,CUST0183,01/01/2024,POS cash withdrawal,2584.45,Withdrawals,17:01:12,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN538063,CUST0076,31/01/2024,Account pre-funding deposit,3230.45,Pre-Funding,11:07:54,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN669510,CUST0019,19/01/2024,Water bill settlement,4915.04,Bill_Payments,15:16:28,Completed,False,False,False,Completed,Settled,True,False,Completed
TXN375639,CUST0019,27/01/2024,Account pre-funding deposit,2463.43,Pre-Funding,01:07:44,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN626608,CUST0083,20/01/2024,Salary deposit,1891.72,Pre-Funding,18:19:08,Completed,False,False,False,Completed,Settled,True,True,Pending
TXN161578,CUST0149,13/01/2024,Online purchase - electronics,3469.77,Card_Payments,13:14:45,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN773158,CUST0156,28/01/2024,Salary deposit,1763.34,Pre-Funding,14:45:52,Completed,False,False,False,Pending,Settled,True,True,Pending
TXN115787,CUST0033,04/02/2024,POS cash withdrawal,3908.1,Withdrawals,06:53:15,Completed,False,False,False,Pending,Settled,True,False,Pending
TXN365008,CUST0079,06/01/2024,Bank transfer to savings,3007.09,Transfers,21:38:21,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN311356,CUST0021,03/01/2024,Electricity bill payment,16924.32,Bill_Payments,22:46:01,Completed,False,False,False,Completed,Settled,True,False,Pending
TXN599329,CUST0026,21/01/2024,Money transfer via mobile,3413.9,Transfers,17:19:39,Chargeback,False,False,False,Completed,Settled,True,False,Completed
TXN315346,CUST0092,02/02/2024,Salary deposit,32.3,Pre-Funding,14:58:22,Pending,False,False,False,Completed,Not Settled,False,False,Pending
TXN113415,CUST0152,01/01/2024,Money transfer via mobile,47.62,Transfers,19:44:48,Completed,False,False,False,Completed,Settled,False,False,Pending
